name,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,53455,24V VVT,6,Gasoline,0,8-Speed Automatic,Limited,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,52853,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,0,Automatic,Base,Cargo Van,3,Oxford White,Dk Palazzo Gry Fron,Rear-wheel Drive
2024 Ford Bronco Wildtrak,Ford,Bronco,2024,69035,24V PDI DOHC Twin Turbo,6,Gasoline,9,10-Speed Automatic,Wildtrak,SUV,4,Azure Gray Metallic,Medium Sandstone,Four-wheel Drive
2024 Kia Niro EX,Kia,Niro,2024,31860,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,17,A/T,EX,SUV,4,Snow White Pearl,Medium Gray,Front-wheel Drive
2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,2024,27080,".6L I-4 gasoline direct injection, DOHC, D-CVVT variable",4,Hybrid,14,Automatic,Blue,Sedan,4,Serenity White,Medium Gray,Front-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,56800,24V GDI SOHC,6,Gasoline,5,10-Speed Automatic,Technology,SUV,4,Black,,Front-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,64214,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,6,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,4,Bright White Clearcoat,Black Interior Color,Four-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,82523,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,8,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,4,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49496,16V GDI OHV,8,Gasoline,2,Automatic,LT,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,43135,16V GDI DOHC Turbo,4,Gasoline,9,Automatic,LT,Pickup Truck,4,Black,Jet Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28867,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,8,Automatic,Latitude,SUV,4,Silver Zynith Metallic Clearcoat,Black,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35490,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,X-Line,SUV,4,Gravity Gray,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,33109,16V GDI DOHC Turbo Hybrid,4,Hybrid,15,6-Speed Automatic,Blue,SUV,4,Deep Sea,Gray,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,8,Automatic,Premium,SUV,4,Gray,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,39832,16V GDI DOHC Turbo Hybrid,4,Hybrid,25,6-Speed Automatic,Limited,SUV,4,Black Pearl,Gray,All-wheel Drive
2023 Dodge Charger SXT,Dodge,Charger,2023,37490,24V MPFI DOHC,6,Gasoline,20,8-Speed Automatic,SXT,Sedan,4,Green,Black,Rear-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,46670,16V MPFI OHV,8,Gasoline,5,8-Speed Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Ford Expedition Platinum,Ford,Expedition,2024,88135,24V PDI DOHC Twin Turbo,6,Gasoline,6,10-Speed Automatic,Platinum,SUV,4,Black,Black Onyx,Four-wheel Drive
2023 Jeep Gladiator Rubicon,Jeep,Gladiator,2023,54210,24V MPFI DOHC,6,Gasoline,0,8-Speed Automatic,Rubicon,Pickup Truck,4,High Velocity Clearcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,2024,43585,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,5,Automatic,Altitude,SUV,4,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,49550,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,8-Speed Automatic,Sport,SUV,4,Anvil Clearcoat,Black,Four-wheel Drive
2024 Volkswagen Jetta 1.5T S,Volkswagen,Jetta,2024,22260,16V GDI DOHC Turbo,4,Gasoline,28,8-Speed Automatic,1.5T S,Sedan,4,Pyrite Silver Metallic,Titan Black,Front-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,47744,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,9,Automatic,Limited,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,54899,16V GDI DOHC Turbo Hybrid,4,Hybrid,12,8-Speed Automatic,Base,SUV,4,Baltic Gray,Global Black,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,84860,24V DDI OHV Turbo Diesel,6,Diesel,6,6-Speed Automatic,Laramie,Pickup Truck,4,Pearl White,Black,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,71846,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,5,Automatic,Tradesman,Pickup Truck,4,Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive
2024 Dodge Hornet R/T Plus EAWD,Dodge,Hornet,2024,46490,"4 gasoline direct injection, DOHC, Multiair variable valv",4,Gasoline,21,6-Speed Automatic,R/T Plus EAWD,SUV,4,Q Ball,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49180,16V GDI OHV,8,Gasoline,2,Automatic,LT,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Volkswagen Taos 1.5T SEL,Volkswagen,Taos,2024,35683,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,5,7-Speed DSG Automatic with Tiptronic,1.5T SEL,SUV,4,Blue,Brown/Blk,All-wheel Drive
2024 Ford Expedition Limited,Ford,Expedition,2024,84190,24V PDI DOHC Twin Turbo,6,Gasoline,6,10-Speed Automatic,Limited,SUV,4,White,Black Onyx,Four-wheel Drive
2024 Hyundai Sonata Hybrid Limited,Hyundai,Sonata Hybrid,2024,38870,16V GDI DOHC Hybrid,4,Hybrid,5,6-Speed Automatic,Limited,Sedan,4,Carbon Blue,Black,Front-wheel Drive
2023 RAM 3500 Tradesman,RAM,3500,2023,71999,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,252,Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47080,OHV,6,Gasoline,6,8-Speed Automatic,Laredo,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon X,Jeep,Wrangler 4xe,2024,54226,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,2,Automatic,Rubicon X,SUV,4,Black Clearcoat,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,33255,16V GDI DOHC Turbo,4,Gasoline,10,8-Speed Automatic,Latitude,SUV,4,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive
2024 Jeep Wrangler Sport S,Jeep,Wrangler,2024,48612,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,10,Automatic,Sport S,SUV,4,Black Clearcoat,Black,Four-wheel Drive
2025 BMW X7 xDrive40i,BMW,X7,2025,90945,24V DOHC,6,Gasoline,4,8-Speed Automatic,xDrive40i,SUV,4,Aventurin Red Metallic,Black,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,5,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,37100,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,2.5L SEL,Pickup Truck,4,Phantom Black,Gray,All-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,59205,16V GDI DOHC Hybrid,4,Hybrid,3,8-Speed Automatic,Premium Plus,SUV,4,Jet Black Mica,Black,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,31390,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3,Gasoline,13,Automatic,Big Bend,SUV,4,Carbonized Gray Metallic,Ebony,Four-wheel Drive
2024 Hyundai Palisade SEL,Hyundai,Palisade,2024,46905,24V GDI DOHC,6,Gasoline,25,8-Speed Automatic,SEL,SUV,4,Steel / Graphite,Gray / Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,36499,16V PDI DOHC Turbo,4,Gasoline,10,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4,Phantom Black,Black,All-wheel Drive
2024 RAM 2500 Power Wagon,RAM,2500,2024,74990,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6,Diesel,15,Automatic,Power Wagon,Pickup Truck,4,Olive Green Pearlcoat,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,55399,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,2,8-Speed Automatic,Base,SUV,4,Soul Red Crystal Metallic,Griege,All-wheel Drive
2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,2024,40355,16V GDI DOHC Hybrid,4,Hybrid,68,Automatic CVT,Sport-L,SUV,4,Platinum White Pearl,Black,All-wheel Drive
2023 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2023,43000,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,16,8-speed automatic,Laredo,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Hyundai Sonata Hybrid Limited,Hyundai,Sonata Hybrid,2024,38870,16V GDI DOHC Hybrid,4,Hybrid,9,6-Speed Automatic,Limited,Sedan,4,Red,Black,Front-wheel Drive
2024 BMW 740 i,BMW,740,2024,103045,24V GDI DOHC Turbo,6,Gasoline,19,8-Speed Automatic,i,Sedan,4,Black Sapphire Metallic,Black,Rear-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,28997,16V GDI DOHC Turbo,4,Gasoline,3,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,4,Blue Dusk,Black,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,29066,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,5,8-Speed Automatic with Tiptronic,1.5T SE,SUV,4,Pure White,Black,Front-wheel Drive
2024 GMC Terrain SLE,GMC,Terrain,2024,33092,16V GDI DOHC Turbo,4,Gasoline,0,9-Speed Automatic,SLE,SUV,4,Volcanic Red,Jet Black,All-wheel Drive
2024 Hyundai Palisade SEL,Hyundai,Palisade,2024,47100,24V GDI DOHC,6,Gasoline,26,8-Speed Automatic,SEL,SUV,4,Hyper White,Black,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32406,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,11,8-speed automatic,1.5T SE,SUV,4,Deep Black Pearl,Black,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,40145,16V GDI DOHC Turbo,4,Gasoline,9,10-Speed Automatic,XLT,SUV,4,Carbonized Gray Metallic,Ebony,Rear-wheel Drive
2024 Nissan Kicks SV,Nissan,Kicks,2024,24600,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,15,CVT,SV,SUV,4,Aspen White Tricoat/Super Black,Charcoal,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Summit,Jeep,Grand Cherokee 4xe,2024,69201,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,8-Speed Automatic,Summit,SUV,4,Velvet Red Pearlcoat,Tupelo,Four-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,46835,16V MPFI OHV,8,Gasoline,32,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,17994,16V MPFI DOHC,4,Gasoline,8,Automatic CVT,S,Sedan,4,Electric Blue Metallic,Charcoal,Front-wheel Drive
2024 Ford Escape ST-Line Elite,Ford,Escape,2024,40630,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic,ST-Line Elite,SUV,4,Iconic Silver Metallic,Red,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,49075,OHV,6,Gasoline,1,8-Speed Automatic,Laredo,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,23160,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,7,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4,Deep Black Pearl,Titan Black,Front-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,46835,16V MPFI OHV,8,Gasoline,31,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,51803,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,1,Automatic,Base,Cargo Van,3,Oxford White,Dk Palazzo Gry Fron,Rear-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,67784,16V GDI DOHC Turbo Hybrid,4,Hybrid,35,8-Speed Automatic,Trailhawk,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40449,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,4,Hampton Gray,Black,All-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,30188,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,3,6-Speed Automatic Electronic with Overdrive,1LT,SUV,4,Sterling Gray Metallic,Medium Ash Gray,Front-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,59420,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,Automatic,Base,SUV,4,Artisan Red Premium,Black,All-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,60080,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,8-Speed Automatic,Base,SUV,4,Deep Crystal Blue Mica,Black,All-wheel Drive
2023 Buick Envision Essence,Buick,Envision,2023,42785,16V GDI DOHC Turbo,4,Gasoline,13,9-Speed Automatic,Essence,SUV,4,Ebony Twilight Metallic,Ebony,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47280,16V MPFI OHV,8,Gasoline,13,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,30525,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Honda Passport TrailSport,Honda,Passport,2024,44850,24V GDI SOHC,6,Gasoline,3,9-Speed Automatic,TrailSport,SUV,4,Sky,Black,All-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,47105,Unleaded V-8 5.6 L/339,8,Gasoline,5,Automatic,SV,Pickup Truck,4,Glacier White,Black,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,38736,DOHC,4,Gasoline,12,8-Speed Automatic,Limited,SUV,4,Laser Blue Pearlcoat,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28265,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic,Latitude,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58230,16V GDI DOHC Turbo Hybrid,4,Hybrid,17,8-Speed Automatic,Sahara,SUV,4,Anvil Clearcoat,Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,67190,16V GDI DOHC Turbo Hybrid,4,Hybrid,12,8-Speed Automatic,Rubicon,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,30278,der,3,Gasoline,0,8-Speed Shiftable Automatic,Active,SUV,4,Iconic Silver,Ebony,Front-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,34572,12V PDI DOHC Turbo,3,Gasoline,10,8-Speed Automatic,ST-Line,SUV,4,Star White,Ebony,All-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,66960,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,8-Speed Automatic,Rubicon,SUV,4,Black Clearcoat,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,31535,16V GDI DOHC Turbo,4,Gasoline,7,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Chevrolet Equinox LS,Chevrolet,Equinox,2024,30955,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,3,Automatic,LS,SUV,4,Summit White,Medium Ash Gray,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,34698,16V GDI DOHC Turbo,4,Gasoline,10,9-Speed Automatic,GT,SUV,4,Gold,Black,All-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,32138,12V PDI DOHC Turbo,3,Gasoline,10,8-Speed Automatic,ST-Line,SUV,4,Iconic Silver Metallic,Ebony,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,61248,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,0,Automatic,Base,Cargo Van,3,Oxford White,Gray,Rear-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,40925,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,0,Automatic,Laredo,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 ZR2,Chevrolet,Silverado 1500,2024,76475,16V GDI OHV,8,Gasoline,2,10-Speed Automatic,ZR2,Pickup Truck,4,Summit White,Gray,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49180,16V GDI OHV,8,Gasoline,2,Automatic,LT,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2024 Jeep Grand Cherokee Summit,Jeep,Grand Cherokee,2024,65360,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,0,Automatic,Summit,SUV,4,Diamond Black Crystal Pearlcoat,Tupelo/Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,47650,16V GDI OHV,8,Gasoline,5,10-Speed Automatic,Custom Trail Boss,Pickup Truck,4,Summit White,Black,Four-wheel Drive
2024 Honda Odyssey EX-L,Honda,Odyssey,2024,41705,24V GDI SOHC,6,Gasoline,4,10-Speed Automatic,EX-L,Passenger Van,4,Lunar Silver Metallic,Gray,Front-wheel Drive
2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,2024,30335,16V GDI DOHC Hybrid,4,Hybrid,0,Automatic,Limited,Sedan,4,Gray Pearl,Melange,Front-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,33695,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,6-Speed Automatic,Blue,SUV,4,White Pearl,Black,All-wheel Drive
2024 Volkswagen Jetta 1.5T SEL,Volkswagen,Jetta,2024,29374,16V GDI DOHC Turbo,4,Gasoline,28,8-Speed Automatic,1.5T SEL,Sedan,4,Opal White Pearl Effect,Volcano Brown,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35744,16V GDI DOHC Turbo Hybrid,4,Hybrid,15,6-Speed Automatic,SEL Convenience,SUV,4,Black Pearl,Gray,All-wheel Drive
2024 Hyundai Elantra HEV Blue,Hyundai,Elantra HEV,2024,25975,16V GDI DOHC Hybrid,4,Hybrid,15,6-Speed DCT Automatic,Blue,Sedan,4,Gray Pearl,Black,Front-wheel Drive
2024 Toyota Tundra Hybrid Limited,Toyota,Tundra Hybrid,2024,68256,"MAX 3.4L V-6 port/direct injection, DOHC, variable valve",6,Hybrid,10,10-Speed Automatic,Limited,Pickup Truck,4,Celestial Silver Metallic,Black SofTex-trimmed [softex],Four-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,67749,24V MPFI DOHC,6,Gasoline,181,9-Speed Automatic,Base,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,49735,24V VVT,6,Gasoline,0,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,49885,16V GDI DOHC Turbo Hybrid,4,Hybrid,2,6-Speed Automatic,R/T Plus,SUV,4,Gold,Black,All-wheel Drive
2024 Toyota Corolla Cross LE,Toyota,Corolla Cross,2024,30499,16V PDI DOHC,4,Gasoline,1,Automatic CVT,LE,SUV,4,CELESTITE,Ash,All-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,40145,16V GDI DOHC Turbo,4,Gasoline,9,10-Speed Automatic,XLT,SUV,4,Iconic Silver Metallic,Ebony,Rear-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54939,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,3,Automatic,Premium,SUV,4,Rhodium,Greige,All-wheel Drive
2023 Mercedes-Benz Sprinter 2500 High Roof,Mercedes-Benz,Sprinter 2500,2023,58665,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,0,Automatic,High Roof,Cargo Van,3,,,Rear-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,46835,16V MPFI OHV,8,Gasoline,23,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Jeep Grand Wagoneer Series III,Jeep,Grand Wagoneer,2024,124250,24V GDI DOHC Twin Turbo,6,Gasoline,0,8-Speed Automatic,Series III,SUV,4,Midnight Sky,Global Black,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 High Roof,Mercedes-Benz,Sprinter 2500,2024,65129,"diesel direct injection, DOHC, intercooled turbo, diesel,",4,Diesel,0,Automatic,High Roof,Pickup Truck,3,,,Rear-wheel Drive
2024 Cadillac XT5 Luxury,Cadillac,XT5,2024,47225,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,5,9-Speed Automatic,Luxury,SUV,4,Stellar Black Metallic,Jet Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,31610,16V PDI DOHC,4,Gasoline,3,8-Speed Automatic,2.5L SEL,Pickup Truck,4,Sage Gray,Black,All-wheel Drive
2024 Toyota Tundra Hybrid 1794 Edition,Toyota,Tundra Hybrid,2024,72977,24V PDI DOHC Twin Turbo Hybrid,6,Hybrid,7,10-Speed Automatic,1794 Edition,Pickup Truck,4,Smoked Mesquite,Tan,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,36734,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,14,9-Speed 948TE Automatic,GT AWD,SUV,4,Blu Bayou,Black,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,61330,24V DDI OHV Turbo Diesel,6,Diesel,6,6-Speed Automatic,Tradesman,Pickup Truck,2,Flame Red Clearcoat,Black,Four-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,32009,16V MPFI DOHC,4,Gasoline,1,Automatic CVT,SEL,SUV,4,Atlas,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49229,16V GDI OHV,8,Gasoline,17,Automatic,LT,Pickup Truck,4,Black,Jet Black,Four-wheel Drive
2023 INFINITI QX55 SENSORY,INFINITI,QX55,2023,54200,16V PDI DOHC Turbo,4,Gasoline,0,Automatic CVT,SENSORY,SUV,4,Graphite Shadow,Graphite,All-wheel Drive
2023 Jeep Compass Sport,Jeep,Compass,2023,25999,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,14,Automatic,Sport,SUV,4,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,56995,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,30,Automatic,Base,SUV,4,Rhodium White Premium,Black,All-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,34472,16V GDI DOHC Turbo,4,Gasoline,6,6-Speed Automatic,1LT,SUV,4,Radiant Red,Jet Black,All-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,25410,16V MPFI DOHC,4,Gasoline,12,Automatic CVT,SR,SUV,4,Boulder Gray Metallic,Charcoal,Front-wheel Drive
2024 Volkswagen Jetta 1.4T SEL,Volkswagen,Jetta,2024,29895,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,10,8-Speed Automatic with Tiptronic,1.4T SEL,Sedan,4,Deep Black Pearl,Titan Black,Front-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,68095,24V MPFI DOHC,6,Gasoline,186,9-Speed Automatic,Base,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,24348,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,7,8-Speed Automatic with Tiptronic,1.4T S,Sedan,4,Pure White,Titan Black,Front-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,65260,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,15,Automatic,Tradesman,Pickup Truck,4,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive
2024 GMC Terrain Denali,GMC,Terrain,2024,40980,16V GDI DOHC Turbo,4,Gasoline,0,9-Speed Automatic,Denali,SUV,4,White Frost Tri-Coat,Light Platinum,All-wheel Drive
2024 Honda CR-V Hybrid Sport,Honda,CR-V Hybrid,2024,36900,16V GDI DOHC Hybrid,4,Hybrid,1,Automatic CVT,Sport,SUV,4,Lunar Silver Metallic,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,37275,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,SEL Convenience,SUV,4,Amazon Gray,Gray,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,72294,24V DDI OHV Turbo Diesel,6,Diesel,33,Automatic,Laramie,Pickup Truck,4,Diamond Black,Black,Four-wheel Drive
